mode,episode,total_reward,steps,success,final_info
tracking,66,2.034633238218725,64,True,"{'detected': True, 'success': True, 'target_pos': [43.479042053222656, 54.999847412109375], 'target_vel': [0.5274943709373474, -3.9650661945343018], 'last_known_pos': [43.479042053222656, 54.999847412109375], 'last_known_vel': [0.5274943709373474, -3.9650661945343018]}"
tracking,67,-0.15244581089913734,244,True,"{'detected': True, 'success': True, 'target_pos': [26.106218338012695, 62.86647415161133], 'target_vel': [-1.3930840492248535, -3.749575614929199], 'last_known_pos': [26.106218338012695, 62.86647415161133], 'last_known_vel': [-1.3930840492248535, -3.749575614929199]}"
tracking,68,3.167096324265003,42,True,"{'detected': True, 'success': True, 'target_pos': [44.6894416809082, 39.21921157836914], 'target_vel': [-2.8501031398773193, -2.8065836429595947], 'last_known_pos': [44.6894416809082, 39.21921157836914], 'last_known_vel': [-2.8501031398773193, -2.8065836429595947]}"
tracking,69,14.619833619982003,236,True,"{'detected': True, 'success': True, 'target_pos': [15.717164993286133, 44.72857666015625], 'target_vel': [0.770094633102417, 3.9251692295074463], 'last_known_pos': [15.717164993286133, 44.72857666015625], 'last_known_vel': [0.770094633102417, 3.9251692295074463]}"
tracking,70,4.972453480169177,200,True,"{'detected': True, 'success': True, 'target_pos': [39.52423858642578, 78.72085571289062], 'target_vel': [0.6762677431106567, 3.942418098449707], 'last_known_pos': [39.52423858642578, 78.72085571289062], 'last_known_vel': [0.6762677431106567, 3.942418098449707]}"
tracking,71,2.9087573683559897,27,True,"{'detected': True, 'success': True, 'target_pos': [30.889442443847656, 49.89005661010742], 'target_vel': [-3.6692845821380615, -1.5925921201705933], 'last_known_pos': [30.889442443847656, 49.89005661010742], 'last_known_vel': [-3.6692845821380615, -1.5925921201705933]}"
tracking,72,4.29613841226697,25,True,"{'detected': True, 'success': True, 'target_pos': [71.27896118164062, 48.99065017700195], 'target_vel': [2.765629291534424, 2.8898606300354004], 'last_known_pos': [71.27896118164062, 48.99065017700195], 'last_known_vel': [2.765629291534424, 2.8898606300354004]}"
tracking,73,4.70763226801157,57,True,"{'detected': True, 'success': True, 'target_pos': [35.01551055908203, 47.99732971191406], 'target_vel': [0.6513044834136963, 3.9466190338134766], 'last_known_pos': [35.01551055908203, 47.99732971191406], 'last_known_vel': [0.6513044834136963, 3.9466190338134766]}"
tracking,74,4.976770103685558,56,True,"{'detected': True, 'success': True, 'target_pos': [34.128135681152344, 58.59669876098633], 'target_vel': [-3.2000129222869873, -2.399982452392578], 'last_known_pos': [34.128135681152344, 58.59669876098633], 'last_known_vel': [-3.2000129222869873, -2.399982452392578]}"
tracking,75,1.4528473652899265,8,True,"{'detected': True, 'success': True, 'target_pos': [51.97972869873047, 91.91876983642578], 'target_vel': [-3.9393727779388428, -0.6937873959541321], 'last_known_pos': [51.97972869873047, 91.91876983642578], 'last_known_vel': [-3.9393727779388428, -0.6937873959541321]}"
